R,VROT_DATA,VROT_DATA_ERROR
.36506470187834084,30.2,19.6
1.0951941057036676,98.4,29.6
1.82532350973493,184.5,15.5
2.555452914109417,225.1,14.5
3.2855823189644204,234.2,4
4.745841130665134,246.6,6
5.475970537785428,250,5
6.206099945935395,247,15.7
6.57116465043941,245.1,14.6
7.666358765873522,242.2,7.5
9.163124062303824,239.6,11.4
9.820240536124778,238.4,12.4
10.659889365975001,236.5,10.2
12.047135264678323,231.3,4.9
14.2375235428087,225.1,4.08
16.42791184503351,226,4.08
19.20240373490154,233.9,11.5
21.611830944450197,246.5,7.3
