R,VROT_DATA,VROT_DATA_ERROR
.0728674962712257,47,13.5
.14573499254522598,66,9.5
.21860248882477545,76,8.5
.2922796239603489,86,8.5
.3651471202594594,97,7
.4380146165724736,99,7
.5108821129021661,103,7
.5837496092513117,107,7
.6566171056226848,111,7
.7294846020190601,114,8.5
.802352098443212,115,8.5
.8760292337475941,111,8.5
.9488967302360092,110,8.5
1.0290509764151043,111,7
1.1019184729825995,109,7
1.1747859695920528,108,6
1.2549402159142242,109,7
1.3350944622942151,111,7
1.4152487087357184,110,6.5
1.4962125940963755,109,6.5
1.5836535903649993,110,7.5
1.671094586720457,112,10
1.7585355831675429,113,13
