R,VROT,VROT_ERROR
3.619354839,181,11
5.429032258,203,10
7.238709677,217,7
9.038333333,223,8.5
10.84801075,224,8.5
12.65768817,223,8.5
14.46736559,224,8.5
15.82462366,234,10
16.27704301,215,10
