R,VROT_DATA,VROT_DATA_ERROR
12.042784066902723,196.48,9.657
12.143140807150804,198.92,4.174
12.24349755253642,197.19,3.581
12.343854303102026,197.36,4.198
12.444211058890085,198.56,4.361
12.544567819943055,199.09,3.646
12.644924586303391,195.34,4.298
12.745281358013562,195.57,3.791
12.84563813511602,193.47,3.689
12.945994917653223,192.19,3.64
13.04635170566764,191.25,4.291
13.14670849920172,192.24,4.517
13.247065298297928,192.86,4.042
13.347422102998719,192.71,4.255
13.447778913346557,192.92,4.05
13.5481357293839,192.17,8.194
13.648492551153202,194.25,4.327
13.748849378696935,195.17,3.999
13.849206212057544,195.35,3.728
13.9495630512775,195.69,4.102
14.049919896399256,197.37,4.359
14.150276747465277,200.13,3.97
14.250633604518017,200.53,4.188
14.35099046759993,200.13,4.991
14.451347336753487,199.88,4.218
14.551704212021148,201.56,3.921
14.65206109344537,200.81,4.08
14.7524179810686,200.3,4.218
14.852774874933312,199.69,4.134
14.953131775081964,198.39,8.26
15.053488681557008,201.56,4.112
15.153845594400911,201.38,3.925
15.25420251365613,200.59,4.102
15.354559439365127,200.57,4.681
15.454916371570357,202.19,6.876
15.555273310314286,202.22,7.29
15.655630255639366,202.01,10.024
15.755987207588058,202.46,8.758
15.856344166202826,205,6.467
15.95670113152613,206.46,6.636
16.057058103600422,206.42,9.865
16.15741508246817,208.89,8.049
16.257772068171832,207.93,9.464
16.358129060753864,210.17,9.318
16.458486060256728,210.92,9.774
16.55884306672289,212.64,10.257
16.659200080194797,215.3,11.283
16.759557100714915,215.23,11.669
16.859914128325705,216.85,10.92
16.960271163069628,212.68,10.756
17.060628204989136,214.07,7.61
17.160985254126697,213.43,10.504
17.261342310524775,213.89,6.131
17.361699374225815,210.96,8.835
17.46205644527229,205.41,8.219
17.562413523706653,206.14,9.949
17.662770609571364,210.8,10.8
17.763127702908886,206.82,8.453
17.863484803761676,195.34,7.883
17.963841912172196,199.64,9.059
18.064199028182905,202.55,7.511
18.164556151836273,199.04,6.949
18.264913283174735,206.23,5.103
18.365270422240773,202.99,7.981
18.465627569076833,205.38,6.795
18.565984723725396,199.87,6.257
18.666341886228896,194.31,6.496
18.766699056629808,194.1,7.457
18.86705623497059,193.36,7.571
18.967413421293706,191.3,10.006
19.067770615641606,193.82,7.054
19.16812781805676,185.98,6.658
19.268485028581615,186.84,8.83
19.368842247258645,188.54,12.665
19.4691994741303,190,15.335
19.569556709239052,189.73,16.053
19.669913952627343,200.82,15.557
19.77027120433765,189.21,16.631
19.870628464412434,184.68,18.35
19.97098573289414,203.26,14.909
20.071343009825235,209,16.373
20.17170029524819,224.29,16.594
20.272057589205446,212.34,17.392
20.372414891739474,203.82,18.952
20.472772202892738,223.25,21.792
20.573129522707692,194.48,19.798
20.673486851226794,193.9,20.605
20.77384418849251,190.64,19.879
20.874201534547307,192.4,19.079
20.974558889433627,196.26,19.113
21.074916253193944,191.76,17.434
21.175273625870712,194.82,18.61
21.275631007506398,198.39,18.166
21.375988398143452,220.34,18.811
21.476345797824347,214.41,18.84
21.576703206591535,200.8,17.879
21.677060624487474,199.35,17.592
21.77741805155464,200.45,16.806
21.87777548783547,196.27,17.501
21.97813293337244,205.75,11.375
22.078490388208014,191.34,22.984
22.17884785238464,193.14,16.988
22.379562808930906,199.24,16.969
