R,VROT_DATA,VROT_DATA_ERROR
.1308996939252141,-138.8,8.931
.2617993880042643,-169.43,9.416
.39269908239098683,-177.88,9.41
.5235987772392178,-179.02,6.177
.654498472702793,-179.56,6.167
.7853981689355493,-176.74,6.742
.9162978660913225,-174.23,5.969
1.0471975643239484,-177.68,7.136
1.1780972637872635,-183.98,6.933
1.308996964635104,-189.09,26.768
3.403392492026341,132.93,9.808
3.5342922399480545,122.33,15.725
3.7960917484060523,123.48,11.562
4.057891274709054,125.94,9.857
4.319690820087751,159.99,19.012
4.450590600315077,162.37,15.884
4.5814903857728355,164.95,11.309
4.712390176614865,158.47,15.753
4.8432899729950005,154.32,17.247
4.974189775067078,154.39,10.92
5.105089582984936,153.77,11.309
5.235989396902412,158,11.093
5.366889216973342,155.12,9.509
5.49778904335156,149.31,7.401
5.628688876190905,150.58,8.037
5.759588715645214,143.55,5.727
6.021388415014068,128.39,11.266
6.152288275236288,142.19,15.463
6.283188142688819,127.92,7.909
6.414088017525499,132.42,3.105
6.544987899900165,139.38,8.904
6.675887789966648,128.08,9.127
6.806787687878795,156.76,15.536
6.937687593790437,164.31,9.449
7.068587507855411,157.55,17.447
7.199487430227556,162.85,9.246
7.33038736106071,130.34,13.474
7.592187248725387,154.46,4.106
7.723087205864585,180.24,15.708
8.508487144687589,164.48,10.2
8.770287202649378,171.31,3.279
9.29388744348835,152.24,15.448
9.424787530619522,147.11,25.198
9.55568762882694,143.22,21.819
9.686587738264443,137.87,21.376
9.817487859085869,142.61,9.855
9.948387991445054,148.15,6.943
10.079288135495842,150.49,6.209
10.210188291392065,148.08,5.993
10.341088459287565,153.73,13.94
10.471988639336178,145.93,13.757
10.602888831691747,144.82,10.413
10.733789036508105,149.27,14.38
10.864689253939094,150.17,12.46
10.995589484138549,153.37,26.251
11.126489727260315,160.57,8.064
11.257389983458223,156.88,9.364
11.388290252886117,153.43,6.274
11.519190535697835,152.69,6.291
11.650090832047212,154.34,9.688
11.780991142088093,157.46,10.447
11.911891465974314,157.4,7.627
12.042791803859716,157.83,6.679
12.173692155898136,155.73,8.338
12.30459252224341,155.31,11.336
12.435492903049385,159.11,5.837
12.566393298469896,158.8,5.595
12.697293708658782,158.95,4.914
12.828194133769882,160.9,4.255
12.959094573957044,161.41,4.49
13.089995029374094,160.37,5.167
13.220895500174878,161.4,6.147
13.351795986513237,162.01,6.767
13.48269648854301,158.76,22.016
13.613597006418038,159.8,4.694
13.744497540292164,160.86,5.582
13.87539809031922,161.24,7.092
14.00629865665305,159.61,5.495
14.268099838856388,158.27,7.19
14.399000455033585,159.32,6.951
14.529901088132917,158.75,6.358
14.660801738308221,157.84,19.903
14.791702405713345,158.82,4.255
14.922603090502129,159.12,4.342
15.053503792828401,158.65,6.809
15.184404512846024,155.14,10.543
15.446206006570641,157.26,5.155
15.708007572906705,155.6,6.926
15.838908383688642,154.95,5.467
