R,VROT_DATA,VROT_DATA_ERROR
3.7597301861111885,302.21,10.832
4.101523857871454,305.83,10.259
4.44331753445192,307.82,8.334
4.785111216254269,309.31,7.667
5.126904903680182,310.91,5.307
5.468698597131348,312.82,4.985
5.810492297009445,314.99,5.832
6.15228600371616,316.45,6.004
6.494079717653175,317,5.832
6.835873439222173,318.23,4.808
7.177667168824841,320.6,5.478
7.519460906862857,321.42,4.1
7.86125465373791,321.73,3.858
8.20304840985168,322.4,3.74
8.544842175605854,322.41,3.695
8.886635951402113,322.61,3.764
9.228429737642143,323.08,3.669
9.570223534727628,323.46,3.675
9.912017343060247,323.27,3.611
10.253811163041691,323.07,3.5
10.595604995073641,323.92,4.015
10.937398839557781,323.64,4.693
11.279192696895795,322.77,4.423
11.620986567489366,321.71,4.351
11.962780451740182,320.42,4.48
12.304574350049924,320.38,4.861
12.646368262820278,320.66,4.953
12.988162190452927,321.16,5.013
13.329956133349556,321.24,4.952
13.671750091911855,319.23,4.069
14.013544066541503,317.37,3.333
14.355338057640184,316.55,3.258
14.697132065609585,315.72,4.088
15.038926090851392,313.71,4.295
15.380720133767285,311.97,4.146
15.722514194758956,311.02,4.786
16.064308274228086,310.38,5.051
16.406102372576363,309.36,5.497
16.74789649020547,308.48,5.94
17.089690627517097,307.45,6.941
17.431484784912914,306.41,8.575
17.77327896279463,304.97,10
18.11507316156392,304.93,10.118
18.456867381622462,303.55,10.286
18.798661623371952,301.27,10.842
19.140455887214078,300.79,10.29
19.482250173550515,300.09,9.189
19.824044482782956,300.18,8.384
20.165838815313084,300.28,8.167
20.507633171542594,300.56,7.767
20.849427551873166,300.95,7.515
21.191221956706485,300.99,7.883
21.533016386444242,300.58,8.021
21.874810841488124,300.06,8.213
22.216605322239815,299.93,8.068
22.558399829101003,299.84,8.358
22.900194362473375,299.25,9.019
23.24198892275862,299.76,9.287
23.58378351035843,300.22,9.299
23.925578125674484,300.78,9.691
24.267372769108466,300.45,9.839
24.609167441062084,300.55,10.061
24.95096214193701,300.75,10.888
25.292756872134934,300.79,11.814
25.634551632057548,299.49,13.719
25.97634642210653,299.71,14.338
26.318141242683584,297.39,16.188
26.659936094190392,296.01,17.341
27.00173097702864,297.32,18.908
27.343525891600024,296.2,19.712
27.68532083830623,296.49,20.209
28.027115817548943,293.73,21.073
28.36891082972986,290.34,22.835
28.710705875250657,289.67,23.807
29.052500954513043,285.76,23.779
29.394296067918695,286.7,20.921
29.736091215869305,284.44,21.386
30.07788639876657,284.94,19.936
30.419681617012166,285.66,19.109
30.761476871007797,286.4,19.688
31.103272161155154,288.66,18.322
31.445067487855926,285.39,17.412
31.7868628515118,284.99,16.197
32.12865825252447,283.88,15.356
32.47045369129562,282.1,14.541
32.81224916822695,283.55,14.388
33.15404468372015,284.31,13.664
33.49584023817692,282.36,13.821
33.837635831998945,282.88,12.942
34.17943146558792,283.09,13.24
34.52122713934552,281.18,12.727
34.86302285367345,280.98,12.027
35.20481860897341,282.06,11.534
35.5466144056471,281.69,11.203
35.88841024409621,281.27,10.911
36.23020612472241,281.44,10.628
36.572002047927405,280.22,10.411
36.91379801411289,279.45,10.222
37.25559402368057,278.92,10.605
37.59739007703214,279.24,10.914
37.939186174569286,278.76,11.216
38.28098231669369,276.83,11.874
38.62277850380707,275.88,12.062
38.964574736311114,275.79,12.114
39.30637101460749,275.14,12.928
39.64816733909795,273.68,12.515
39.98996371018415,273.12,12.417
40.33176012826778,274,12.48
40.67355659375056,273.97,11.97
41.01535310703417,273.69,11.612
41.35714966852034,273.29,10.905
41.69894627861072,272.93,10.705
42.04074293770702,272.01,10.8
42.38253964621096,271.76,11.001
42.724336404524216,271.25,11.821
43.066133213048495,270.56,11.605
43.40793007218549,271.11,11.702
43.74972698233692,272.17,11.6
44.09152394390444,273.2,11.716
44.43332095728979,274.56,12.1
44.775118022894645,275.35,12.614
45.11691514112072,277.96,12.923
45.45871231236971,281.07,13.104
45.800509537043304,279.68,12.724
46.142306815543215,279.6,11.803
46.484104148271136,280.08,10.8
46.82590153562877,282.56,10.759
47.16769897801783,282.86,11.228
47.509496475839995,284.23,11.087
47.85129402949699,282.87,19.901
48.19309163939048,284.62,10.419
48.534889305922206,285.87,13.964
48.87668702949385,283.91,10.587
49.21848481050713,283.44,9.296
49.56028264936373,282.14,9.442
49.902080546465356,279.62,9.889
50.243878502213725,277.63,10.949
50.585676517010526,278.16,12.218
50.92747459125746,284.74,10.431
51.26927272535625,287.93,11.439
51.61107091970859,289.09,11.086
