R,VROT,VROT_ERROR
0.899612903,40,7.5
1.799225806,73,7
2.69883871,89,9.5
3.598451613,102,7.5
4.508060215,110,6
5.407673118,116,6
6.307286022,123,6
7.206898925,130,5
7.746666667,131,7
8.106511828,134,5
9.006124731,134,5
