R,VROT_DATA,VROT_DATA_ERROR
11.2051,129.33,4.586
11.2881,129.43,4.73
11.3711,129.29,4.858
11.4541,129.22,4.982
11.5371,128.9,5.176
11.6201,128.85,5.194
11.7031,128.32,5.104
11.7861,128.49,4.761
11.8691,128.35,4.699
11.9521,128.5,4.662
12.0351,127.96,4.809
12.1181,127.79,4.859
12.2011,127.47,4.51
12.2841,127.98,4.462
12.3671,128.23,4.679
12.4501,127.86,4.566
12.5331,127.71,4.504
12.6161,127.78,5.378
12.6991,127.68,4.901
12.7821,127.54,4.363
12.8651,127.6,4.31
12.9481,127.69,4.3
13.0311,127.56,4.438
13.1141,127.29,4.651
13.1971,127.38,4.704
13.2801,127.26,4.688
13.3631,127.32,4.423
13.4461,127.21,4.441
13.5291,127.44,4.289
13.6121,127.68,4.188
13.6951,127.95,3.976
13.7781,128.14,3.966
13.8611,128.28,3.959
13.9441,128.22,3.995
14.0271,128.62,3.833
14.1101,129,3.64
14.1931,129.76,3.548
14.2761,130.11,3.622
14.3591,130.3,3.611
14.4421,130.44,3.543
14.5251,130.38,4.284
14.6081,130.48,4.247
14.6911,130.8,3.351
14.7741,130.62,3.38
14.8571,130.61,3.313
14.9401,130.9,3.134
15.0231,131.12,3.106
15.1061,130.76,3.13
15.1891,130.73,3.19
15.2721,130.45,3.18
15.3551,130.75,3.166
15.4381,130.93,3.89
15.5211,131.31,3.023
15.6041,131.46,2.965
15.6871,131.54,3.053
15.7701,131.73,3.169
15.8531,132.02,3.13
15.9361,131.75,3.131
16.0191,132.22,3.164
16.1021,133.13,3.324
16.1851,133.12,3.218
16.2681,133.32,3.178
16.3511,132.92,3.189
16.4341,132.45,3.04
16.5171,132.86,3.948
16.6001,133.26,3.372
16.6831,133.42,3.39
16.7661,133.05,3.353
16.8491,133.18,3.488
16.9321,133.14,3.537
17.0151,133.87,3.615
17.0981,133.33,6.303
17.1811,133.37,3.781
17.2641,133.87,3.714
17.3471,134.25,4.379
17.4301,134.85,4.65
17.5131,135,4.179
17.5961,134.14,4.45
17.6791,134.29,4.59
17.7621,134.26,4.576
17.8451,135.36,4.159
17.9281,136.45,4.006
18.0111,136.8,4.374
18.0941,137.41,3.889
18.1771,137.83,4.052
18.2601,138.48,4.291
18.3431,139.38,4.718
18.4261,139.12,4.675
18.5091,139.91,5.065
18.5921,141.17,4.729
18.6751,142.37,4.556
18.7581,142.87,4.8
18.8411,143.87,4.446
18.9241,141.36,4.846
19.0071,142.09,4.415
19.0901,141.62,4.61
19.1731,141.1,6.545
19.2561,139.76,4.895
19.3391,140.8,4.557
19.4221,140.31,4.94
19.5051,139.69,4.891
19.5881,140.25,4.893
19.6711,139.7,4.545
19.7541,139.5,4.288
19.8371,138.5,4.278
19.9201,137.27,4.754
20.0031,138.34,4.406
20.0861,140.97,3.761
20.1691,141.58,3.656
20.2521,140.72,3.531
20.3351,139.47,3.432
20.4181,140.61,3.371
20.5011,139.45,3.475
20.5841,138.71,3.367
20.6671,139.48,3.159
20.7501,141.1,3.13
20.8331,140.01,3.084
20.9161,140.11,3.011
20.9991,140.9,2.845
21.0821,140.91,2.843
21.1651,140.5,3.088
21.2481,139.55,2.813
21.3311,138.25,3.083
21.4141,136.49,4.838
21.4971,135.9,4.495
21.5801,135.31,4.074
21.6631,136.11,5.706
21.7461,136.28,4.518
21.8291,135.73,4.072
21.9121,135.46,3.552
21.9951,135.46,3.318
22.0781,135.13,3.64
22.1611,134.87,2.521
22.2441,134.3,2.02
22.3271,134.39,1.982
22.4101,135.39,1.907
22.4931,134.53,1.987
22.5761,133.69,2.03
22.6591,133.17,2.648
22.7421,133.24,2.348
22.8251,134,2.946
22.9081,134.32,4.443
22.9911,135.53,5.942
23.0741,135.26,5.264
23.1571,134.17,4.969
23.2401,134.62,4.842
23.3231,135.88,3.963
23.4061,137.27,4.521
23.4891,137.5,5.241
23.5721,138.64,5.564
23.6551,137.08,5.836
23.7381,136.87,5.429
23.8211,137.15,5.07
23.9041,138.5,4.721
