R,VROT_DATA,VROT_DATA_ERROR
.1867502299681339,67,15
.28012534496108954,121,15
.3724629586868219,148,11
.46583807370448815,168,8.5
.5592131887398922,182,10
.6525883037965896,191,7
.7459634188781356,194,8.5
.8393385339880857,195,10
.9316761478504526,193,6
1.0250512630274635,192,6
1.118426378243505,192,5
1.2118014935021335,191,6
1.3051766088069041,189,-6
1.3985517241613719,185,-7.5
1.4919268395690923,182,-6
1.5842644537503574,179,-8.5
1.6776395692745603,177,-8.5
1.7710146848626427,174,-9
1.8643898005181598,178,-8
1.957764916244669,177,-5
2.051140032045723,169,-9
2.1434776466368914,158,-8
2.246190274197392,158,-8
2.339565390251164,158,-10
2.432940506394021,159,-8
