R,VROT_DATA,VROT_DATA_ERROR
.08552113334826489,48,12
.1719925015148336,99,12
.2575136348729584,146,12
.34398500305615504,164,8.5
.4295061364373104,174,7
.5150272698348202,175,8.5
.6014986380678089,184,8.5
.6870197715080689,185,8.5
.7734911397909419,188,8.5
.8590122732871227,190,9.5
.9454836416331963,191,8.5
1.0310047751984694,191,8.5
1.1165259088030002,189,10
1.2029972772685968,186,11
1.2885184109619392,183,10
1.3749897795239923,179,11
1.460510913319317,177,10
1.5555343953794878,177,11
1.641055529296035,178,12
