R,VROT_DATA,VROT_DATA_ERROR
.08653924207957772,10.7,3.6
.25961772627534613,22.9,3
.43269621058095353,8.9,2.4
.605774695069626,15.3,3.1
.7788531798145893,33.7,1.9
.95193166488907,34.2,1.9
1.1250101503662935,34.7,1.4
1.298088636319486,41.2,1.9
1.4711671228218735,47,1.6
1.644245609946682,53.3,2
1.8173240977671377,59.4,2.2
1.990402586356466,66.5,1.9
2.1634810757878937,61.5,2
2.336559566134646,82.2,2.6
2.50963805746995,83,4.3
2.682716549867031,88.1,6.4
2.8557950433991155,98.2,4.3
3.0288735381394285,110.7,23.6
3.2019520341611964,104.9,3.2
3.375030531537646,83.1,17.9
