R,VROT_DATA,VROT_DATA_ERROR
.22301429335406847,60.64,62.781
.446028586970228,124.56,12.326
.6690428811105702,148.99,7.544
.8920571760371858,161.13,6.672
1.115071472012166,166.15,6.364
1.3380857692976025,174.46,5.248
1.5611000681555864,180.04,3.958
1.7841143688482084,183.75,4.367
2.00712867163756,190.1,4.518
2.230142976785733,195.52,4.22
2.453157284554818,199.95,4.152
2.676171595206906,204.12,3.807
2.8991859090040895,206.54,3.867
3.122200226208459,206.7,4.343
3.345214547082105,203.29,4.51
3.5682288718871207,199.03,4.312
3.791243200885595,196.19,4.013
4.014257534339622,194.65,3.757
4.2372718725112914,194.56,3.65
4.460286215662695,196.29,3.492
4.683300564055925,199.02,3.301
4.90631491795307,202.04,2.741
5.129329277616225,204.26,2.698
5.35234364330748,205.49,2.79
5.575358015288927,206.75,3.195
5.798372393822655,207.81,3.235
6.02138677917076,207.57,3.703
6.244401171595332,207.15,4.21
6.467415571358459,207.62,4.311
6.690429978722238,207.38,4.247
6.913444393948759,207.74,4.002
7.136458817300112,208.32,3.953
7.359473249038391,208.59,4.116
7.582487689425686,209.14,3.998
7.80550213872409,209.43,4.064
8.028516597195695,209.04,4.121
8.251531065102593,208.97,3.714
8.474545542706874,208.6,3.69
8.697560030270633,208.19,3.61
8.920574528055962,208.17,3.45
9.143589036324952,208.33,3.333
9.366603555339696,208.67,3.9
9.589618085362282,208.96,4.891
9.812632626654809,209.38,6.195
10.035647179479364,210.15,6.576
10.258661744098042,210.13,7.379
10.481676320772937,210.09,8.25
10.704690909766137,210.48,8.628
10.92770551133974,211.28,9.362
11.150720125755836,211.64,10.053
11.373734753276512,211.54,10.298
11.596749394163872,211.51,10.212
11.819764048680003,210.81,9.522
12.042778717086996,210.18,9.327
12.265793399646947,209.37,9.498
12.488808096621952,208.34,9.231
12.711822808274094,208.93,9.22
12.934837534865474,209.41,9.137
13.157852276658183,209.6,9.175
13.380867033914315,209.25,9.041
13.603881806895966,209,8.8
13.826896595865223,209.47,10.958
14.049911401084186,207.45,9.044
14.272926222814947,205.26,8.569
14.495941061319595,204.84,9.14
14.71895591686023,202.32,8.973
14.94197078969894,200.2,9.13
15.164985680097823,199.32,9.015
15.388000588318977,198.38,9.072
15.611015514624485,199.52,7.881
15.834030459276446,200.91,6.88
16.057045422536962,202.02,6.141
16.28006040466812,202.89,6.218
16.503075405932012,204.11,6.12
16.72609042659074,204.08,6.669
16.94910546690639,204.14,7.433
17.172120527141065,203.1,7.224
17.395135607556853,201.46,7.479
17.61815070841585,200.51,8.573
17.841165829980156,199.02,9.33
18.064180972511863,197.15,9.703
18.287196136273067,195.51,8.944
18.510211321525865,195.05,8.841
18.73322652853234,194.62,8.61
18.95624175755461,195.39,9.172
19.17925700885475,195.31,9.699
19.402272282694867,194.34,9.539
19.62528757933705,196.56,9.873
19.8483028990434,196.74,9.624
20.07131824207601,197.92,8.457
20.29433360869698,198.4,9.086
20.517348999168405,198.39,9.266
20.74036441375238,197.08,9.352
20.963379852710997,197.87,9.94
21.18639531630636,198.14,9.534
21.40941080480056,200.53,8.595
21.6324263184557,201.44,9.273
21.855441857533876,201.8,10.466
22.078457422297184,202,11.755
22.30147301300772,199.98,11.213
22.52448862992757,199.74,11.172
22.747504273318846,201.24,11.932
22.970519943443644,200.72,11.635
23.193535640564065,199.52,12.501
23.416551364942205,199.21,13.269
23.63956711684015,202.18,11.135
23.86258289652001,204.66,9.938
24.085598704243875,205.23,10.583
24.308614540273847,204.24,10.118
24.531630404872033,199.41,13.154
24.754646298300525,201.2,12.805
24.977662220821415,199.12,10.935
25.20067817269681,197.26,10.405
25.423694154188812,195.38,16.959
25.646710165559497,193.21,14.668
25.869726207071004,191.2,13.268
26.0927422789854,191.79,11.841
26.315758381564795,191.44,11.509
26.53877451507129,191.98,11.466
26.76179067976698,191.93,12.691
26.984806875913982,192.91,12.786
27.20782310377437,194.34,9.752
27.430839363610254,194.44,8.653
27.653855655683746,193.99,10.418
27.876871980256933,193.45,8.903
28.099888337591924,192.91,9.564
28.322904727950817,192.82,11.276
28.545921151595717,190.91,12.808
28.76893760878871,188.15,13.661
28.99195409979192,187.16,11.391
29.214970624867426,187.67,9.738
29.43798718427735,187.64,9.879
29.66100377828378,187.08,8.119
29.884020407148824,187.49,7.557
30.10703707113458,191.13,7.335
30.330053770503152,194.43,6.673
30.553070505516647,193.64,6.189
30.776087276437167,194.43,5.63
30.999104083526806,193.44,5.955
31.22212092704768,192.53,6.973
31.445137807261876,191.64,7.477
31.66815472443151,191.67,8.107
31.891171678818683,189.93,7.506
32.1141886706855,187.35,7.59
32.337205700294064,187.98,9.015
32.560222767906474,188.44,9.131
32.783239873784844,189.1,8.324
33.00625701819126,190.26,7.602
33.229274201387845,190.22,7.568
