R,VROT,VROT_ERROR
2.444516129,170,5
3.666774194,174,5
4.889032258,170,5
6.111290323,170,5
7.455774194,171,6
8.800258065,174,6.5
9.533612903,177,10
10.26696774,178,5
11.00032258,180,5
