R,VROT,VROT_ERROR
1.28173,216,10
2.56346,215,7
3.84519,215,5
5.12692,214,4
6.40866,215,4
7.69039,221,3
10.2538,233,3
12.8173,237,3
15.3808,242,3
17.9442,241,3
20.5077,240,3
23.0712,234,3
25.6346,226,3
28.1981,213,3
30.7615,207,3
33.325,208,4
35.8885,209,4
38.4519,207,4
41.0154,213,6
