R,VROT,VROT_ERROR
1.533193548,85,17.5
3.066387097,136,15
4.599580645,162,11
6.124256452,179,8.5
7.65745,182,8.5
9.190643548,179,8.5
10.7238371,174,7
12.25703065,171,9.5
13.79022419,168,8.5
15.32341774,165,8.5
16.09001452,156,10
16.92475323,171,10
18.84124516,174,8
